accuracy,activity_confidence,average_dip,average_rake,catalog_id,catalog_name,dip_dir,downthrown_side_dir,downthrown_side_id,epistemic_quality,exposure_quality,fs_name,last_movement,lower_seis_depth,name,net_slip_rate,notes,reference,shortening_rate,slip_type,strike_slip_rate,upper_seis_depth,vert_sep_rate
,,"(72.0,,)",,SA_159,SARA,W,,W,,,,,"(33.0,,)",Falla de Algarrobo,"(5,,)",,,,Sinistral,,"(0.0,,)",
,,"(72.0,,)",,SA_160,SARA,SW,,None,,,,,"(32.0,,)",Caasgordas,"(0.5,0.1,1.0)",,,,Reverse-Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_161,SARA,W,,None,,,,,"(23.2,,)",Buesaco-Aranda,"(3.0,1,5)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_162,SARA,E,,None,,,,,"(20.0,,)",El Tambor,"(0.5,0.1,1.0)",,,,Reverse-Dextral,,"(1.0,,)",
,,"(37.0,30,45)",,SA_163,SARA,E,,W,,,,,"(23.2,,)",Saliente de Buga,"(3.0,1,5)",,,,Reverse,,"(0.0,,)",
,,"(37.0,30,45)",,SA_164,SARA,E,,W,,,,,"(23.2,,)",Saliente de Buga,"(3.0,1,5)",,,,Reverse,,"(0.0,,)",
,,"(90,,)",,SA_165,SARA,E,,E,,,,,"(29.0,,)",Murindo,"(0.5,0.1,1.0)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(30,,)",,SA_166,SARA,E,,W,,,,,"(29.0,,)",Murr,"(0.5,0.1,1.0)",,,,Reverse-Sinistral,,"(0.0,,)",
,,"(52.0,45,60)",,SA_167,SARA,E,,W,,,,,"(23.2,,)",Piendamo,"(0.5,0.1,1.0)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(52.0,45,60)",,SA_168,SARA,W,,None,,,,,"(23.2,,)",Rosas-Julumito,"(0.5,0.1,1.0)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(52.0,45,60)",,SA_169,SARA,ESE,,W,,,,,"(32.0,,)",Honda,"(0.5,0.1,1.0)",,,,Reverse-Sinistral,,"(0.0,,)",
,,"(52.0,60,90)",,SA_170,SARA,NW,,None,,,,,"(33.0,,)",Suarez,"(3.0,1,5)",,,,Reverse-Sinistral,,"(0.0,,)",
,,"(37.0,30,45)",,SA_171,SARA,NW,,None,,,,,"(33.0,,)",Seccion Yopal,"(3.0,1,5)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_172,SARA,NW,,None,,,,,"(24.2,,)",Algeciras-Balsillas,"(3.0,1,5)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_173,SARA,SE,,None,,,,,"(24.2,,)",Altamira - Pitalito,"(0.6,0.2,1.0)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_174,SARA,SE,,None,,,,,"(24.2,,)",Zuluaga-Garzn,"(3.0,1,5)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_175,SARA,E,,None,,,,,"(25.4,,)",Usme,"(3.0,1,5)",,,,Normal-Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_176,SARA,E,,W,,,,,"(32.0,,)",Tucur,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_177,SARA,E,,W,,,,,"(32.0,,)",Mutata,"(0.5,0.1,1.0)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_178,SARA,E,,None,,,,,"(20.0,,)",Dagua Calima,"(0.5,0.1,1.0)",,,,Sinistral-Normal,,"(1.0,,)",
,,"(72.0,,)",,SA_179,SARA,NW,,None,,,,,"(24.2,,)",Afiladores,"(6.0,5,7)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_180,SARA,W,,W,,,,,"(31.7,,)",Mulato,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(52.0,45,60)",,SA_181,SARA,W,,W,,,,,"(31.7,,)",Jetudo,"(0.5,0.1,1.0)",,,,Reverse-Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_182,SARA,SW,,None,,,,,"(38.0,,)",Falla Toquepala,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(90.,,)",,SA_183,SARA,SW,,None,,,,,"(38.0,,)",Falla Toquepala,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_184,SARA,E,,None,,,,,"(48.4,,)",Falla Tuncuchi,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(50,,)",,SA_185,SARA,SE,,None,,,,,"(38.0,,)",Falla Chololo,"(0.5,0.1,1)",,,,Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_186,SARA,SE,,None,,,,,"(38.0,,)",Falla Chololo,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_187,SARA,SE,,None,,,,,"(38.0,,)",Falla Chololo,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(52.0,45,60)",,SA_188,SARA,NE,,None,,,,,"(38.0,,)",Falla Sama-Calientes,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(52.0,45,60)",,SA_189,SARA,NE,,None,,,,,"(38.0,,)",Falla Sama-Calientes,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(52.0,45,60)",,SA_190,SARA,NE,,None,,,,,"(38.0,,)",Falla Sama-Calientes,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(70,,)",,SA_191,SARA,SW,,None,,,,,"(38.0,,)",Falla Purgatorio,"(0.5,0.1,1)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(50,,)",,SA_192,SARA,SE,,None,,,,,"(38.0,,)",Falla Chaspaya,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(65,,)",,SA_193,SARA,S,,None,,,,,"(48.4,,)",Falla Trigal,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_194,SARA,SW,,None,,,,,"(38.0,,)",Falla Micalaco,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(70,,)",,SA_195,SARA,NE,,None,,,,,"(38.0,,)",Falla Marcona,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(70,,)",,SA_196,SARA,NW,,None,,,,,"(39.0,,)",Falla de Cayesh,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_197,SARA,W,,None,,,,,"(40.7,,)",Zona de Falla de la Cordillera Blanca,"(0.5,0.1,1.0)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_198,SARA,W,,None,,,,,"(40.7,,)",Zona de Falla de la Cordillera Blanca,"(0.5,0.1,1.0)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_199,SARA,W,,None,,,,,"(40.7,,)",Zona de Falla de la Cordillera Blanca,"(0.5,0.1,1.0)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_200,SARA,W,,None,,,,,"(40.7,,)",Zona de Falla de la Cordillera Blanca,"(0.5,0.1,1.0)",,,,Normal,,"(0.0,,)",
,,"(52.0,45,60)",,SA_201,SARA,SW,,None,,,,,"(40.7,,)",Zona de Falla de la Cordillera Blanca,"(3.0,1,5)",,,,Normal,,"(0.0,,)",
,,"(37.0,30,45)",,SA_202,SARA,SW,,None,,,,,"(39.0,,)",Falla de Shitari,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(90,,)",,SA_203,SARA,S,,None,,,,,"(39.0,,)",Falla de Shitari,"(0.5,0.1,1.0)",,,,Strike-Slip,,"(0.0,,)",
,,"(90,,)",,SA_204,SARA,S,,None,,,,,"(39.0,,)",Falla de Shitari,"(0.5,0.1,1.0)",,,,Strike-Slip,,"(0.0,,)",
,,"(37.0,30,45)",,SA_205,SARA,SW,,None,,,,,"(39.0,,)",Falla de Shitari,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(37.0,30,45)",,SA_206,SARA,SW,,None,,,,,"(39.0,,)",Falla de Shitari,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(90,,)",,SA_207,SARA,S,,None,,,,,"(39.0,,)",Falla de Shitari,"(0.5,0.1,1.0)",,,,Strike-Slip,,"(0.0,,)",
,,"(37.0,30,45)",,SA_208,SARA,SW,,None,,,,,"(39.0,,)",Falla de Shitari,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(60,,)",,SA_209,SARA,SW,,None,,,,,"(40.7,,)",Falla Quiches,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_210,SARA,SW,,None,,,,,"(40.7,,)",Falla Quiches,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(70,,)",,SA_211,SARA,NE,,None,,,,,"(40.7,,)",Falla Quiches,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(70,,)",,SA_212,SARA,NE,,None,,,,,"(38.0,,)",Falla San Francisco,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(70,,)",,SA_213,SARA,SW,,None,,,,,"(38.0,,)",Falla Cerro Rocoso,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_214,SARA,NW,,None,,,,,"(39.0,,)",Falla de Cayesh,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(60,,)",,SA_215,SARA,NE,,None,,,,,"(39.0,,)",Falla Huaytapallana,"(0.5,0.1,1.0)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(75,,)",,SA_216,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(65,,)",,SA_217,SARA,S,,None,,,,,"(43.7,,)",Falla Langui-Layo,"(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(80,,)",,SA_218,SARA,SW,,None,,,,,"(43.7,,)",Falla Amaru,"(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(82,,)",,SA_219,SARA,SW,,None,,,,,"(43.7,,)",Falla Amaru,"(3.0,1,5)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_220,SARA,S,,None,,,,,"(43.7,,)",Falla Zurite-Huarocondo,"(3.0,1.0,5.0)",,,,Dextral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_221,SARA,S,,None,,,,,"(43.7,,)",Falla Langui-Layo,"(3.0,1,5)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_222,SARA,S,,None,,,,,"(43.7,,)",Falla Langui-Layo,"(3.0,1,5)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_223,SARA,S,,None,,,,,"(43.7,,)",Sistema de Fallas Ollantaytambo-Vilcabamba-Quimbiri,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_224,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_225,SARA,S,,None,,,,,"(43.7,,)",Sistema de Fallas Ollantaytambo-Vilcabamba-Quimbiri,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_226,SARA,S,,None,,,,,"(43.7,,)",Falla Zurite-Huarocondo,"(3.0,1.0,5.0)",,,,Dextral-Normal,,"(0.0,,)",
,,"(75,,)",,SA_227,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_228,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_229,SARA,SW,,None,,,,,"(43.7,,)",Falla Choquecancha,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_230,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(30,,)",,SA_231,SARA,SW,,None,,,,,"(43.7,,)",Falla Quimbiri-Pichari,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(65,,)",,SA_232,SARA,SW,,None,,,,,"(43.7,,)",Falla Sangarará,"(3.0,1,5)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_233,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_234,SARA,SW,,None,,,,,"(43.7,,)",Falla Tambomachay,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(65,,)",,SA_235,SARA,SW,,None,,,,,"(43.7,,)",Falla Langui-Layo,"(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_236,SARA,SW,,None,,,,,"(43.7,,)",Falla Pachatusan,"(0.5,0.1,1)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(75,,)",,SA_237,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_238,SARA,S,,None,,,,,"(43.7,,)",Falla Langui-Layo,"(3.0,1,5)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_239,SARA,S,,None,,,,,"(43.7,,)",Sistema de Fallas Ollantaytambo-Vilcabamba-Quimbiri,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_240,SARA,SW,,None,,,,,"(43.7,,)",Sistema de Fallas Río Mapacho-Paucartambo,"(0.5,0.01,1.0)",,,,Normal,,"(0.0,,)",
,,"(75,,)",,SA_241,SARA,S,,None,,,,,"(43.7,,)",Sistema de Fallas Ollantaytambo-Vilcabamba-Quimbiri,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72,,)",,SA_242,SARA,SW,,None,,,,,"(43.7,,)",Falla Cusco,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_243,SARA,SW,,None,,,,,"(26.0,,)",Los Bajos - Sur,"(6.0,5.0,7.0)",,,,Dextral,,"(1.0,,)",
,,"(90,,)",,SA_244,SARA,S,,None,,,,,"(26.0,,)",Coche - Este,"(0.4,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_245,SARA,N,,None,,,,,"(26.0,,)",Costa Norte - Oeste,"(0.35,0.2,0.5)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_246,SARA,N,,None,,,,,"(26.0,,)",Costa Norte - Centro,"(0.35,0.2,0.5)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_247,SARA,N,,None,,,,,"(26.0,,)",Costa Norte - Este,"(0.35,0.2,0.5)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_248,SARA,S,,None,,,,,"(26.0,,)",Patao Sur - Oeste,"(0.15,0.1,0.2)",,,,Dextral,,"(0.0,,)",
,,"(60,,)",,SA_249,SARA,NE,,None,,,,,"(26.0,,)",Cañón de Los Roques - Sur,"(0.75,0.5,1.0)",,,,Normal,,"(0.0,,)",
,,"(90,,)",,SA_250,SARA,NE,,None,,,,,"(26.0,,)",El Soldado - Norte,"(3.0,2.0,4.0)",,,,Dextral,,"(0.0,,)",
,,"(60,,)",,SA_251,SARA,NE,,None,,,,,"(26.0,,)",Bohordal - Bohordal,"(0.3,0.1,0.5)",,,,Normal,,"(0.0,,)",
,,"(90,,)",,SA_252,SARA,SW,,None,,,,,"(26.0,,)",Margarita - Margarita,"(0.3,0.1,0.5)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_253,SARA,N,,None,,,,,"(26.0,,)",El Pilar - Guaracayal - Casanay,"(9,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_254,SARA,N,,None,,,,,"(26.0,,)",El Pilar - Offshore,"(5,,)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_255,SARA,S,,None,,,,,"(26.0,,)",Patao Sur - Este,"(0.15,0.1,0.2)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(90,,)",,SA_256,SARA,S,,None,,,,,"(26.0,,)",Charagato - Charagato,"(1.0,,)",,,,Sinistral,,"(0.0,,)",
,,"(90,,)",,SA_257,SARA,SW,,None,,,,,"(26.0,,)",Urica - Norte,"(0.75,,)",,,,Dextral,,"(1.0,,)",
,,"(90.,,)",,SA_258,SARA,S,,None,,,,,"(26.0,,)",El Pilar - Cumaná - Guaracayal,"(9,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_259,SARA,SW,,None,,,,,"(26.0,,)",Punta Arenas - Sur,"(0.75,0.5,1.0)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_260,SARA,N,,None,,,,,"(18.0,,)",La Victoria - El Horno,"(0.5,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_261,SARA,N,,None,,,,,"(18.0,,)",La Victoria - La Victoria,"(0.55,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_262,SARA,N,,None,,,,,"(18.0,,)",La Victoria - La Cabrera,"(1.1,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_263,SARA,N,,None,,,,,"(18.0,,)",La Victoria - Pichao,"(0.4,,)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_264,SARA,NE,,None,,,,,"(18.0,,)",Tácata - Tácata,"(0.4,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_265,SARA,NE,,None,,,,,"(18.0,,)",Río Guárico - Norte,"(0.3,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_266,SARA,NE,,None,,,,,"(18.0,,)",Aragüita - Aragüita,"(0.4,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_267,SARA,S,,None,,,,,"(26.0,,)",La Tortuga - La Tortuga,"(1.0,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_268,SARA,N,,None,,,,,"(26.0,,)",San Sebastián - Centro,"(5,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_269,SARA,NE,,None,,,,,"(18.0,,)",Río Guárico - Sur,"(0.3,,)",,,,Dextral,,"(0.0,,)",
,,"(30,,)",,SA_270,SARA,N,,None,,,,,"(18.0,,)",Río Guárico - Corrimiento,"(0.3,,)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_271,SARA,SW,,None,,,,,"(26.0,,)",Tacagua - El Ávila - Tacagua,"(0.17,,)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_272,SARA,S,,None,,,,,"(26.0,,)",Tacagua - El Ávila - El Ávila,"(0.4,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_273,SARA,NE,,None,,,,,"(18.0,,)",Río Guárico - Centro,"(0.3,,)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_274,SARA,SE,,None,,,,,"(11.8,,)",Tuñame - Norte,"(0.5,,)",,,,Normal,,"(0.0,,)",
,,"(20.0,,30)",,SA_275,SARA,NW,,None,,,,,"(18.0,,)",Flanco Surandino - Sur 1,"(0.5,,)",,,,Reverse,,"(0.0,,)",
,,"(90,,)",,SA_276,SARA,N,,None,,,,,"(11.8,,)",Boconó - Lagunillas - Los Mirtos,"(5.2,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_277,SARA,N,,None,,,,,"(25.2,,)",Boconó - Boconó - Palo Colorado,"(1.00,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_278,SARA,VERTICAL,,None,,,,,"(26.0,,)",Lagarto - Lagarto,"(0.25,0.2,0.3)",,,,Dextral,,"(1.0,,)",
,,"(60,,)",,SA_279,SARA,SW,,None,,,,,"(26.0,,)",Paraguaná Oeste - Paraguaná Oeste,"(0.2,,)",,,,Normal,,"(1.0,,)",
,,"(60,,)",,SA_280,SARA,NE,,None,,,,,"(26.0,,)",Los Médanos - Los Médanos,"(0.2,,)",,,,Normal,,"(1.0,,)",
,,"(60,,)",,SA_281,SARA,S,,None,,,,,"(26.0,,)",San Román - San Román,"(0.2,,)",,,,Normal-Dextral,,"(1.0,,)",
,,"(90,,)",,SA_282,SARA,NE,,None,,,,,"(26.0,,)",La Soledad - La Soledad,"(0.3,,)",,,,Dextral-Normal,,"(1.0,,)",
,,"(90,,)",,SA_283,SARA,NE,,None,,,,,"(26.0,,)",Costa NE de Falcón - Centro,"(0.3,,)",,,,Dextral-Normal,,"(1.0,,)",
,,"(90,,)",,SA_284,SARA,NE,,None,,,,,"(26.0,,)",Costa NE de Falcón - Este,"(0.3,,)",,,,Dextral-Normal,,"(1.0,,)",
,,"(90,,)",,SA_285,SARA,NE,,None,,,,,"(26.0,,)",Costa NE de Falcón - Oeste,"(0.3,,)",,,,Dextral-Normal,,"(1.0,,)",
,,"(90,,)",,SA_286,SARA,N,,None,,,,,"(21.0,,)",Pedregal - Pedregal,"(0.5,,)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_287,SARA,N,,None,,,,,"(21.0,,)",Oca Oeste,"(3.0,1.0,5.0)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_288,SARA,N,,None,,,,,"(21.0,,)",Oca - Ancón - Oca Centro,"(0.45,,)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_289,SARA,N,,None,,,,,"(21.0,,)",Oca - Ancón - Oca Este,"(0.45,,)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_290,SARA,N,,None,,,,,"(21.0,,)",Oca - Ancón - Ancón,"(1.55,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_291,SARA,N,,None,,,,,"(21.0,,)",Oca - Ancón - Camare - Paraíso 1,"(2.0,,)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_292,SARA,N,,None,,,,,"(21.0,,)",Oca - Ancón - Camare - Paraíso 2,"(2.0,,)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_293,SARA,NNE,,None,,,,,"(21.0,,)",Oca - Ancón - Churuguara,"(2.0,,)",,,,Dextral-Normal,,"(0.0,,)",
,,"(52.0,45,60)",,SA_294,SARA,N,,None,,,,,"(21.0,,)",Oca - Ancón - Socremo,"(1.5,1.0,2.0)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(30,,)",,SA_295,SARA,SE,,None,,,,,"(11.8,,)",Flanco Norandino - Noreste,"(0.5,,)",,,,Reverse,,"(0.0,,)",
,,"(30,,)",,SA_296,SARA,SE,,None,,,,,"(11.8,,)",Flanco Norandino - Suroeste,"(0.35,0.2,0.5)",,,,Reverse,,"(0.0,,)",
,,"(20.0,,30)",,SA_297,SARA,NW,,None,,,,,"(18.0,,)",Flanco Surandino - Norte 1,"(0.5,,)",,,,Reverse,,"(0.0,,)",
,,"(20.0,,30)",,SA_298,SARA,NW,,None,,,,,"(18.0,,)",Flanco Surandino - Sur 2,"(0.5,,)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_299,SARA,S,,None,,,,,"(18.0,,)",Caparo - Oeste,"(1.75,1.0,2.5)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_300,SARA,E,,None,,,,,"(23.0,,)",Burbusay - Burbusay,"(1.5,1.0,2.0)",,,,Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_301,SARA,NW,,None,,,,,"(11.8,,)",Boconó - Mucuchíes -Anzoátegui,"(9.0,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_302,SARA,NW,,None,,,,,"(11.8,,)",Boconó - Santa Cruz de Mora - Los Frailes,"(7.5,6.0,9.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_303,SARA,NW,,None,,,,,"(11.8,,)",Boconó - Anzoátegui - Barquisimeto,"(5.0,,)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_304,SARA,N,,None,,,,,"(11.8,,)",Boconó - Cabudare - Morón,"(2.0,1.0,3.0)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_305,SARA,N,,None,,,,,"(18.0,,)",La Victoria - Guacamaya Oeste,"(0.6,,)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_306,SARA,N,,None,,,,,"(18.0,,)",La Victoria - Guacamaya Este,"(0.6,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_307,SARA,NE,,None,,,,,"(26.0,,)",Costa NE de Falcón - Costa Oriental Falcón,"(0.3,,)",,,,Dextral-Normal,,"(1.0,,)",
,,"(90.,,)",,SA_308,SARA,E,,None,,,,,"(23.0,,)",Valera - Norte 1,"(0.5,0.01,1.0)",,,,Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_309,SARA,E,,None,,,,,"(23.0,,)",Valera - Norte 2,"(1.0,,)",,,,Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_310,SARA,SE,,None,,,,,"(11.8,,)",Valera - Río Momboy,"(0.7,,)",,,,Normal-Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_311,SARA,SE,,None,,,,,"(11.8,,)",Valera - Páramo Miranda,"(0.5,0.01,1.0)",,,,Normal-Sinistral,,"(0.0,,)",
,,"(90,,)",,SA_312,SARA,S,,None,,,,,"(26.0,,)",San Sebastián - Este 2,"(5,,)",,,,Dextral,,"(0.0,,)",
,,"(30,,)",,SA_313,SARA,N,,None,,,,,"(26.0,,)",El Merey - Areo - Este,"(0.15,0.1,0.2)",,,,Reverse,,"(1.0,,)",
,,"(30,,)",,SA_314,SARA,N,,None,,,,,"(26.0,,)",Jusepín - Jusepín,"(0.15,0.1,0.2)",,,,Reverse,,"(1.0,,)",
,,"(30,,)",,SA_315,SARA,N,,None,,,,,"(26.0,,)",La Toscana - La Toscana,"(0.15,0.1,0.2)",,,,Reverse,,"(1.0,,)",
,,"(30,,)",,SA_316,SARA,N,,None,,,,,"(26.0,,)",Pedernales - El Furrial - El Furrial Este,"(0.15,0.1,0.2)",,,,Reverse,,"(1.0,,)",
,,"(30,,)",,SA_317,SARA,N,,None,,,,,"(26.0,,)",Tunapuy - Arima - Tunapuy Oeste,"(0.25,0.1,0.4)",,,,Reverse,,"(0.0,,)",
,,"(90,,)",,SA_318,SARA,NE,,None,,,,,"(26.0,,)",Urica - Sur,"(0.5,,)",,,,Dextral,,"(1.0,,)",
,,"(90,,)",,SA_319,SARA,SW,,None,,,,,"(26.0,,)",San Mateo - Norte,"(0.8,,)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_320,SARA,SW,,None,,,,,"(26.0,,)",San Mateo - Sur,"(0.8,,)",,,,Dextral,,"(1.0,,)",
,,"(72.0,,)",,SA_321,SARA,NE,,None,,,,,"(26.0,,)",Píritu - Norte,"(0.35,0.3,0.4)",,,,Dextral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_322,SARA,NE,,None,,,,,"(26.0,,)",Píritu - Sur,"(0.35,0.3,0.4)",,,,Dextral-Normal,,"(1.0,,)",
,,"(72.0,60,80)",,SA_323,SARA,SE,,None,,,,,"(11.8,,)",Tuñame - Sur,"(0.3,0.1,0.5)",,,,Normal-Dextral,,"(0.0,,)",
